8.2353	169
8.2578	197
8.2616	216
8.3507	183
8.3811	179
8.4132	187
8.4475	150
8.5146	206
8.5483	177
8.5923	144
8.6577	176
8.6833	208
8.714	170
8.7797	254
8.8796	167
8.9157	197
9.0462	155
9.0813	1472
9.1462	255
9.288	192
9.3146	162
9.3456	174
9.4142	137
9.4546	178
9.4832	194
9.6201	139
9.7476	132
9.7796	186
9.8517	148
9.8839	176
9.9136	194
9.9826	239
10.0549	211
10.084	1472
10.117	355
10.1597	176
10.1797	217
10.2456	211
10.2817	171
10.3563	249
10.4178	130
10.4464	151
10.5133	160
10.5456	170
10.7207	150
10.7472	131
10.7803	156
10.8463	153
10.9135	160
10.9456	180
10.981	140
11.0126	161
11.1714	151
11.1816	124
11.2796	155
11.3126	150
11.3464	156
11.3889	159
11.4126	171
11.4655	173
11.5208	160
11.5797	273
11.7888	161
11.7973	148
11.9398	132
11.9802	143
12.0463	137
12.071	1472
12.104	492
12.1135	276
12.1273	121
12.194	140
12.3352	183
12.405	145
12.4456	187
12.4843	197
12.5134	164
12.5201	150
12.5812	154
12.6455	142
12.7828	160
12.7929	178
12.8648	219
12.9135	192
12.9374	166
12.9796	178
13.067	1472
13.0881	438
13.1228	269
13.1302	147
13.1796	159
13.1988	230
13.2465	148
13.3141	173
13.3969	204
13.4548	153
13.5153	162
13.5287	167
13.5795	123
13.6456	152
13.6753	179
13.7161	150
13.7277	206
13.7806	219
13.8665	168
13.9162	199
13.9816	190
13.9871	177
14.0465	157
14.0857	457
14.1128	307
14.1857	167
14.1863	200
14.3147	203
14.5134	175
14.6497	127
14.729	135
14.8013	176
14.8465	180
14.8478	135
14.9313	151
14.9974	178
15.0461	143
15.0695	1472
15.1456	182
15.1528	220
15.2462	163
15.2612	163
15.3462	146
15.3727	228
15.4473	186
15.4627	152
15.4804	131
15.5493	147
15.5816	173
15.6492	208
15.6746	113
15.758	146
15.7746	152
15.9456	151
15.9539	188
16.0559	140
16.1227	308
16.1731	153
16.2463	140
16.2818	135
16.3456	154
16.3826	175
16.3908	163
16.483	150
16.5462	166
16.55	212
16.5803	124
16.662	145
16.6822	214
16.7516	153
16.7657	156
16.8469	170
16.9858	155
17.0508	156
17.1079	446
17.1543	235
17.1618	133
17.2053	197
17.2492	182
17.2792	131
17.3456	174
17.3739	118
17.4698	195
17.4954	177
17.5488	183
17.5817	161
17.6476	188
17.6586	148
17.6634	142
17.7465	191
17.7578	160
17.8753	156
17.8892	203
17.9612	256
17.9866	227
18.0493	157
18.0926	302
18.1529	232
18.2472	129
18.2722	149
18.3469	183
18.3756	144
18.3947	139
18.4813	157
18.4905	168
18.5033	137
18.6218	139
18.6305	154
18.6546	133
18.6578	136
18.7456	200
18.7603	157
18.8025	156
18.8871	177
18.8987	170
18.9145	150
19.0331	167
19.0358	153
19.0479	1472
19.0737	541
19.1	344
19.1584	166
19.1803	140
19.2796	172
19.2868	161
19.3208	185
19.416	185
19.4239	152
19.5585	144
19.6796	155
19.681	163
19.7031	180
19.8126	179
19.8255	264
19.827	215
19.9487	166
19.96	199
19.9836	193
20.0038	193
20.158	318
20.1712	162
20.2133	166
20.2826	206
20.2972	233
20.3044	209
20.4732	208
20.5707	213
20.6005	205
20.6931	220
20.7283	252
20.8377	244
20.849	303
20.8664	296
20.9498	265
20.967	236
20.9837	280
21.0029	271
21.0894	1472
21.1549	845
21.1699	388
21.1758	206
21.1902	219
21.2126	169
21.2574	162
21.3456	152
21.3474	132
21.4796	206
21.4802	155
21.4814	169
21.4995	173
21.6345	194
21.6539	188
21.6788	207
21.8291	180
21.8376	185
21.8589	174
21.9473	198
21.9539	160
21.9546	146
21.9971	1472
22.0074	495
22.1136	302
22.1297	150
22.1592	147
22.2898	228
22.2988	157
22.3155	198
22.3343	183
22.3408	147
22.4462	166
22.4582	131
22.4639	137
22.4775	148
22.6126	146
22.6527	236
22.6675	219
22.7851	168
22.7996	148
22.8394	157
22.9463	145
22.9713	239
22.9719	187
22.9749	192
23.0079	1472
23.1129	379
23.1454	206
23.1908	151
23.2803	160
23.3009	122
23.3143	142
23.3173	117
23.3201	115
23.4638	201
23.4717	349
23.4926	316
23.507	379
23.6214	691
23.6334	894
23.6612	1472
23.6912	1388
23.6962	1472
23.724	1472
23.7264	1472
23.7538	161
23.8414	1472
23.8637	52
23.9341	804
23.9523	1472
23.9721	128
23.9787	673
23.9984	375
24.0423	197
24.052	180
24.0614	245
24.1087	1472
24.1159	598
24.1383	263
24.1408	123
24.1628	171
24.1673	219
24.183	177
24.2949	145
24.3107	158
24.4465	158
24.4735	190
24.5097	155
24.6179	162
24.6397	148
24.6478	183
24.6492	125
24.6557	120
24.7795	121
24.8006	149
24.819	149
24.8347	133
24.8537	165
24.9463	141
24.9647	156
24.9813	147
24.9975	1472
25.0207	514
25.0428	300
25.1462	137
25.1469	125
25.1554	137
25.1936	148
25.1978	205
25.1995	215
25.3545	136
25.3649	246
25.3676	209
25.3951	254
25.3967	173
25.3978	152
25.5477	156
25.5665	207
25.5927	219
25.6106	143
25.6269	182
25.6481	197
25.7471	177
25.7688	268
25.7695	173
25.772	225
25.7858	251
25.9466	187
25.9478	188
25.9521	185
25.972	293
25.9914	1472
26.0185	344
26.1492	156
26.2204	226
26.233	161
26.2487	178
26.3475	175
26.3695	177
26.3766	150
26.4156	227
26.4175	157
26.5462	155
26.5469	145
26.5475	189
26.5515	169
26.5522	160
26.5634	137
26.7471	160
26.7513	162
26.7657	146
26.7691	157
26.7829	201
26.7852	201
26.9515	214
26.9657	178
26.99	199
27.0102	220
27.0331	1472
27.0509	346
27.1579	223
27.1718	249
27.1895	240
27.1933	198
27.1951	261
27.347	218
27.361	198
27.3655	199
27.3874	193
27.4116	191
27.4151	189
27.5479	162
27.5547	168
27.5617	157
27.5761	217
27.6004	191
27.6011	175
27.7465	171
27.7716	265
27.7982	198
27.801	183
27.8358	206
27.9473	203
27.9656	173
27.9751	175
28.0136	161
28.0687	307
28.1495	139
28.1581	184
28.1702	171
28.2074	195
28.224	235
28.244	201
28.3797	216
28.3908	228
28.3914	176
28.4162	170
28.4338	171
28.4577	170
28.4584	180
28.6185	160
28.6369	173
28.6533	229
28.6539	206
28.6554	210
28.6561	192
28.6607	130
28.8456	189
28.8527	168
28.8778	134
28.8884	135
28.8963	157
29.0839	1472
29.1119	413
29.1461	150
29.1597	138
29.1643	158
29.165	181
29.1698	156
29.3197	133
29.3356	129
29.344	167
29.3693	137
29.376	144
29.3786	201
29.3904	178
29.5509	158
29.5532	178
29.583	179
29.6134	181
29.781	147
29.7914	216
29.7938	151
29.8211	163
29.8444	162
29.8467	163
30.014	195
30.0347	165
30.0371	1472
30.0651	423
30.1013	330
30.1156	145
30.1162	197
30.2499	206
30.2727	172
30.2886	141
30.3098	127
30.3171	154
30.3184	151
30.4796	150
30.4906	143
30.4921	189
30.5113	139
30.512	152
30.5126	169
30.5281	151
30.7134	240
30.7181	156
30.7241	190
30.7357	141
30.7452	133
30.7489	141
30.7496	177
30.9456	149
30.9475	154
30.9556	201
30.9655	163
31.0133	496
31.0323	349
31.0556	160
31.1816	200
31.1935	299
31.2082	366
31.2136	526
31.2227	743
31.2343	1003
31.2394	1472
31.2627	263
31.4719	1383
31.4782	639
31.5008	553
31.5248	425
31.5663	240
31.567	182
31.6475	263
31.6666	247
31.6672	205
31.6679	153
31.6824	161
31.7018	248
31.7033	186
31.725	217
31.9188	207
31.934	227
31.9554	253
31.9655	213
31.9663	239
31.9792	1472
31.984	1472
32.0166	595
32.0327	380
32.0334	205
32.1811	206
32.2002	256
32.206	256
32.2236	336
32.2422	284
32.2438	272
32.2635	315
32.2763	263
32.4511	273
32.4575	278
32.4602	256
32.463	185
32.4673	254
32.4744	198
32.4772	155
32.4779	242
32.7211	187
32.7236	239
32.7405	301
32.7475	199
32.7543	141
32.7761	270
32.7769	337
32.786	206
32.9796	197
32.982	254
32.9827	168
32.9935	1472
