2.1359	1472
2.1359	1472
2.1359	1472
2.1359	1472
2.1359	1472
2.1359	1472
2.1359	1472
2.1359	1472
2.1359	1472
2.1359	1472
2.1359	1472
2.1359	262
2.1699	895
2.2029	778
2.2349	380
2.2679	373
2.3019	264
2.3349	348
2.3679	288
2.3999	146
2.4339	250
2.4669	154
2.4989	220
2.5329	167
2.5659	160
2.5979	245
2.6309	212
2.6649	123
2.6969	196
2.7299	269
2.7629	140
2.7969	189
2.8299	229
2.8629	215
2.8949	181
2.9289	203
2.9609	146
2.9939	202
3.0279	159
3.0609	336
3.0929	168
3.1269	1472
3.1269	492
3.1599	361
3.1919	163
3.2249	164
3.2589	174
3.2909	166
3.3239	191
3.3579	178
3.3909	156
3.4229	137
3.4559	230
3.4899	152
3.5229	159
3.5559	164
3.5879	143
3.6209	104
3.6549	132
3.6879	221
3.7199	178
3.7529	173
3.7869	132
3.8199	141
3.8519	171
3.8849	152
3.9189	151
3.9509	142
3.9849	157
4.0169	134
4.0509	167
4.0829	227
4.1159	1472
4.1159	478
4.1489	349
4.1819	161
4.2159	208
4.2489	158
4.2819	216
4.3139	155
4.3469	134
4.3809	146
4.4129	131
4.4459	175
4.4789	178
4.5129	156
4.5459	168
4.5779	143
4.6109	143
4.6449	162
4.6779	159
4.7099	154
4.7439	166
4.7769	156
4.8099	157
4.8429	155
4.8759	152
4.9089	150
4.9419	176
4.9749	149
5.0079	149
5.0409	169
5.0739	175
5.1069	1472
5.1069	518
5.1389	322
5.1719	169
5.2059	188
5.2389	197
5.2719	216
5.3039	221
5.3369	205
5.3709	183
5.4029	179
5.4359	187
5.4699	150
5.5029	275
5.5359	206
5.5689	177
5.6029	144
5.6359	181
5.6689	176
5.7029	208
5.7359	170
5.7689	299
5.8029	254
5.8359	172
5.8689	158
5.9029	167
5.9359	197
5.9689	171
6.0029	182
6.0359	128
6.0689	155
6.1029	1472
6.1029	520
6.1359	255
6.1689	170
6.2029	165
6.2359	145
6.2689	182
6.3029	192
6.3359	162
6.3689	174
6.4029	164
6.4359	137
6.4689	178
6.5029	194
6.5359	158
6.5689	226
6.6029	145
6.6359	139
6.6689	135
6.7029	157
6.7359	136
6.7689	132
6.8029	186
6.8359	217
6.8689	148
6.9029	176
6.9359	194
6.9689	167
7.0029	239
7.0359	209
7.0689	211
7.1029	1472
7.1029	516
7.1359	355
7.1689	176
7.2029	217
7.2359	224
7.2689	211
7.3029	171
7.3359	138
7.3689	249
7.4029	138
7.4359	130
7.4689	151
7.5029	159
7.5359	160
7.5689	170
7.6029	154
7.6359	147
7.6689	139
7.7029	150
7.7359	150
7.7689	131
7.8029	156
7.8359	146
7.8689	153
7.9029	146
7.9359	160
7.9689	180
8.0029	140
8.0359	161
8.0689	141
8.1029	1472
8.1029	485
8.1359	299
8.1689	151
8.2029	124
8.2359	139
8.2689	160
8.3029	155
8.3359	150
8.3689	156
8.4029	159
8.4359	171
8.4689	173
8.5029	164
8.5359	160
8.5689	214
8.6029	273
8.6359	189
8.6689	151
8.7029	116
8.7359	178
8.7359	121
8.8029	161
8.8029	148
8.8689	130
8.8689	149
8.9359	164
8.9359	132
9.0029	143
9.0029	155
9.0689	137
9.0689	1472
9.0689	492
9.1359	276
9.1359	121
9.2029	122
9.2029	140
9.2689	151
9.2689	131
9.3359	167
9.3359	183
9.4029	154
9.4029	145
9.4689	187
9.4689	197
9.5359	164
9.5359	150
9.6029	154
9.6029	155
9.6689	142
9.6689	129
9.7359	162
9.7359	173
9.8029	160
9.8029	178
9.8689	179
9.8689	219
9.9359	192
9.9359	166
10.0029	178
10.0029	161
10.0689	127
10.0689	1472
10.0689	438
10.1359	269
10.1359	147
10.2029	159
10.2029	230
10.2689	148
10.2689	163
10.3359	173
10.3359	206
10.4029	184
10.4029	204
10.4689	131
10.4689	153
10.5359	162
10.5359	167
10.6029	123
10.6029	161
10.6689	152
10.6689	179
10.7359	150
10.7359	206
10.8029	219
10.8029	183
10.8689	171
10.8689	168
10.9359	199
10.9359	169
11.0029	190
11.0029	177
11.0689	157
11.0689	1472
11.0689	457
11.1359	307
11.1359	258
11.2029	167
11.2029	200
11.2689	172
11.2689	204
11.3359	203
11.3359	156
11.4029	135
11.4029	147
11.4689	133
11.4689	115
11.5359	175
11.5359	139
11.6029	176
11.6029	137
11.6689	127
11.6689	176
11.7359	158
11.7359	135
11.8029	149
11.8029	176
11.8689	180
11.8689	135
11.9359	128
11.9359	151
12.0029	151
12.0029	178
12.0689	143
12.0689	1472
12.0689	478
12.0689	311
12.1689	182
12.1689	220
12.1689	157
12.2689	163
12.2689	176
12.2689	163
12.3689	146
12.3689	190
12.3689	228
12.4689	186
12.4689	152
12.4689	131
12.5689	147
12.5689	146
12.5689	173
12.6689	208
12.6689	175
12.6689	113
12.7689	146
12.7689	165
12.7689	152
12.8689	118
12.8689	154
12.8689	152
12.9689	151
12.9689	188
12.9689	152
13.0689	140
13.0689	1472
13.0689	464
13.0689	308
13.1689	120
13.1689	139
13.1689	153
13.2689	140
13.2689	143
13.2689	135
13.3689	154
13.3689	175
13.3689	163
13.4689	168
13.4689	150
13.4689	150
13.5689	166
13.5689	212
13.5689	124
13.6689	170
13.6689	145
13.6689	214
13.7689	153
13.7689	158
13.7689	156
13.8689	170
13.8689	201
13.8689	196
13.9689	182
13.9689	174
13.9689	155
14.0689	156
14.0689	1472
14.0689	446
14.0689	357
14.1689	235
14.1689	133
14.1689	197
14.2689	182
14.2689	130
14.2689	131
14.3689	174
14.3689	141
14.3689	118
14.4689	204
14.4689	195
14.4689	177
14.5689	183
14.5689	185
14.5689	161
14.6689	188
14.6689	148
14.6689	142
14.7689	191
14.7689	160
14.7689	154
14.8689	163
14.8689	156
14.8689	203
14.9689	256
14.9689	186
14.9689	227
15.0689	157
15.0689	1472
15.0689	520
15.0689	302
15.1689	232
15.1689	164
15.1689	175
15.2689	129
15.2689	143
15.2689	149
15.3689	183
15.3689	144
15.3689	165
15.3689	139
15.5029	157
15.5029	168
15.5029	137
15.5029	148
15.6359	139
15.6359	154
15.6359	133
15.6359	136
15.7689	200
15.7689	157
15.7689	169
15.7689	156
15.9029	177
15.9029	170
15.9029	150
15.9029	152
16.0359	167
16.0359	153
16.0359	1472
16.0359	541
16.0359	344
16.1689	163
16.1689	166
16.1689	140
16.1689	187
16.3029	172
16.3029	161
16.3029	177
16.3029	185
16.4359	185
16.4359	152
16.4359	186
16.4359	181
16.5689	155
16.5689	144
16.5689	178
16.5689	203
16.7029	155
16.7029	163
16.7029	170
16.7029	180
16.8359	179
16.8359	226
16.8359	264
16.8359	215
16.9689	166
16.9689	199
16.9689	193
16.9689	193
17.1029	1472
17.1029	1472
17.1029	716
17.1029	318
17.1689	162
17.1689	190
17.1689	210
17.1689	166
17.3029	206
17.3029	233
17.3029	209
17.3029	208
17.4359	183
17.4359	184
17.4359	191
17.4359	208
17.5689	211
17.5689	213
17.5689	190
17.5689	205
17.7029	208
17.7029	220
17.7029	195
17.7029	252
17.8359	244
17.8359	244
17.8359	303
17.8359	296
17.9689	265
17.9689	236
17.9689	280
17.9689	271
18.1029	1472
18.1029	1472
18.1029	845
18.1029	388
18.1029	206
18.1029	219
18.2359	169
18.2359	183
18.2359	160
18.2359	162
18.3689	152
18.3689	132
18.3689	154
18.3689	173
18.5029	206
18.5029	155
18.5029	169
18.5029	173
18.6359	187
18.6359	194
18.6359	188
18.6359	236
18.6359	207
18.8029	202
18.8029	143
18.8029	180
18.8029	185
18.8029	174
18.9689	198
18.9689	160
18.9689	146
18.9689	175
18.9689	1472
18.9689	495
19.1359	302
19.1359	150
19.1359	148
19.1359	147
19.1359	254
19.3029	228
19.3029	157
19.3029	198
19.3029	183
19.3029	147
19.4689	166
19.4689	131
19.4689	137
19.4689	148
19.4689	209
19.6359	146
19.6359	165
19.6359	236
19.6359	219
19.6359	137
19.8029	168
19.8029	148
19.8029	162
19.8029	138
19.8029	157
19.9689	145
19.9689	239
19.9689	187
19.9689	192
19.9689	1472
19.9689	462
20.1359	379
20.1359	179
20.1359	206
20.1359	214
20.1359	151
20.3029	160
